datetime,open,close,high,low,contract,avg
2023-01-03 09:30:00,101.005,101.005,101.03,100.995,TF9999.CCFX,101.005475
2023-01-03 09:35:00,101.01,101.04,101.05,101.005,TF9999.CCFX,101.02618
2023-01-03 09:40:00,101.04,101.045,101.06,101.035,TF9999.CCFX,101.04302
2023-01-03 09:45:00,101.045,101.045,101.05,101.04,TF9999.CCFX,101.04356
2023-01-03 09:50:00,101.04,101.035,101.05,101.035,TF9999.CCFX,101.04062
2023-01-03 09:55:00,101.03,101.05,101.05,101.03,TF9999.CCFX,101.039
2023-01-03 10:00:00,101.045,101.05,101.055,101.045,TF9999.CCFX,101.04818
2023-01-03 10:05:00,101.05,101.015,101.05,101.01,TF9999.CCFX,101.02886
2023-01-03 10:10:00,101.015,101.02,101.02,101.01,TF9999.CCFX,101.01599999999999
2023-01-03 10:15:00,101.02,101.025,101.03,101.02,TF9999.CCFX,101.02448
2023-01-03 10:20:00,101.02,101.0,101.025,101.0,TF9999.CCFX,101.01178
2023-01-03 10:25:00,101.0,100.995,101.005,100.995,TF9999.CCFX,101.00064
2023-01-03 10:30:00,100.995,100.98,101.005,100.965,TF9999.CCFX,100.98478
2023-01-03 10:35:00,100.98,100.985,100.99,100.965,TF9999.CCFX,100.97834
2023-01-03 10:40:00,100.985,100.97,100.99,100.97,TF9999.CCFX,100.98178
2023-01-03 10:45:00,100.97,100.99,100.99,100.97,TF9999.CCFX,100.98292000000001
2023-01-03 10:50:00,100.99,100.995,100.995,100.985,TF9999.CCFX,100.9889
2023-01-03 10:55:00,100.995,100.99,100.995,100.98,TF9999.CCFX,100.98478
2023-01-03 11:00:00,100.99,100.99,100.99,100.98,TF9999.CCFX,100.98682
2023-01-03 11:05:00,100.99,100.99,100.99,100.98,TF9999.CCFX,100.989
2023-01-03 11:10:00,100.985,100.99,101.0,100.985,TF9999.CCFX,100.99474000000001
2023-01-03 11:15:00,100.99,100.995,101.0,100.99,TF9999.CCFX,100.99638
2023-01-03 11:20:00,100.995,100.98,100.995,100.98,TF9999.CCFX,100.98904
2023-01-03 11:25:00,100.98,100.995,100.995,100.98,TF9999.CCFX,100.98458000000001
