datetime,open,close,high,low,contract,avg
2023-01-03 09:00:00,6004.0,5982.0,6004.0,5982.0,RS9999.XZCE,5993.733333333334
2023-01-03 09:15:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 09:30:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 09:45:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 10:00:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 10:15:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 10:30:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 10:45:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 11:00:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 11:15:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 11:30:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 13:30:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 13:45:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 14:00:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 14:15:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 14:30:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 14:45:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-03 15:00:00,5982.0,5982.0,5982.0,5982.0,RS9999.XZCE,5982.0
2023-01-04 09:00:00,5967.0,6055.0,6055.0,5967.0,RS9999.XZCE,6052.5555583333335
2023-01-04 09:15:00,6055.0,6067.0,6067.0,6055.0,RS9999.XZCE,6063.0
2023-01-04 09:30:00,6067.0,6079.0,6079.0,6067.0,RS9999.XZCE,6075.8
2023-01-04 09:45:00,6079.0,6053.0,6079.0,6053.0,RS9999.XZCE,6056.466666666667
2023-01-04 10:00:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 10:15:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 10:30:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 10:45:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 11:00:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 11:15:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 11:30:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 13:30:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 13:45:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 14:00:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 14:15:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 14:30:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 14:45:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-04 15:00:00,6053.0,6053.0,6053.0,6053.0,RS9999.XZCE,6053.0
2023-01-05 09:00:00,6046.0,6046.0,6046.0,6046.0,RS9999.XZCE,6046.0
2023-01-05 09:15:00,6005.0,6005.0,6005.0,6005.0,RS9999.XZCE,6005.0
2023-01-05 09:30:00,6005.0,6006.0,6006.0,6005.0,RS9999.XZCE,6005.400000000001
2023-01-05 09:45:00,6006.0,6006.0,6006.0,6006.0,RS9999.XZCE,6006.0
2023-01-05 10:00:00,6006.0,6006.0,6006.0,6006.0,RS9999.XZCE,6006.0
2023-01-05 10:15:00,6006.0,6006.0,6006.0,6006.0,RS9999.XZCE,6006.0
2023-01-05 10:30:00,6006.0,6006.0,6006.0,6006.0,RS9999.XZCE,6006.0
2023-01-05 10:45:00,6006.0,6006.0,6006.0,6006.0,RS9999.XZCE,6006.0
2023-01-05 11:00:00,6006.0,6006.0,6006.0,6006.0,RS9999.XZCE,6006.0
2023-01-05 11:15:00,6006.0,6006.0,6006.0,6006.0,RS9999.XZCE,6006.0
